"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"21","MSD needs to wipe dental debt (and ensure people are not getting into debt in the first place!) @RMarchNZ https://t.co/AxWqCDqUJN",FALSE,79,"NZGreens",2023-01-05 06:14:56,FALSE,"1610882518378741761","1610882521717428224","20424235","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NZGreens",10,FALSE,FALSE,NA,NA
"22","New data reveals in the past four years more than $110 million dollars has been loaned from MSD to cover dental bil… https://t.co/RXOE0Arjx2",FALSE,325,NA,2023-01-05 06:14:55,TRUE,NA,"1610882518378741761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NZGreens",54,FALSE,FALSE,NA,NA
"23","In addition to public health messaging, as a minimum the Govt also needs to be able to guarantee clean air inside b… https://t.co/b1lCsNjk9o",FALSE,116,"NZGreens",2022-12-19 03:27:28,TRUE,"1604679781702070272","1604679783400759296","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",27,FALSE,FALSE,NA,NA
"24","Last week 42,740 new cases of COVID-19 were reported, 64 people have died, &amp; nearly 600 people are currently in hos… https://t.co/nfNvQ8L2SL",FALSE,122,"NZGreens",2022-12-19 03:27:28,TRUE,"1604679780041117697","1604679781702070272","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",22,FALSE,FALSE,NA,NA
"25","We need to make it clear and understandable again the simple steps people can take to keep others safe. 

Everywher… https://t.co/VqoGZcQvIG",FALSE,103,"NZGreens",2022-12-19 03:27:27,TRUE,"1604679778334040064","1604679780041117697","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",14,FALSE,FALSE,NA,NA
"26","“Right now, the Government should be gearing up for a massive summer COVID communications campaign, not just sendin… https://t.co/aoKWSlc6uG",FALSE,328,NA,2022-12-19 03:27:27,TRUE,NA,"1604679778334040064",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",67,FALSE,FALSE,NA,NA
"27","Good. https://t.co/GrUvX4SYn4",FALSE,85,NA,2022-12-15 00:48:12,FALSE,NA,"1603190149214797824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",5,FALSE,FALSE,NA,NA
"28","Accurate. 
https://t.co/GjjntqiP5s",FALSE,41,NA,2022-12-14 21:42:32,FALSE,NA,"1603143427243532288",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",6,FALSE,FALSE,NA,NA
"29","From @golrizghahraman @janlogie @EKerekere 
https://t.co/83UFqotVdH",FALSE,16,"NZGreens",2022-12-14 07:12:45,FALSE,"1602924536038854656","1602924537863372801","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",3,FALSE,FALSE,NA,NA
"30","The Govt’s proposed hate speech Bill fails to include changes that would protect women, rainbow, &amp; disability commu… https://t.co/fMR8tDBYBw",FALSE,103,NA,2022-12-14 07:12:44,TRUE,NA,"1602924536038854656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",15,FALSE,FALSE,NA,NA
"31","Our Free Fares petition is almost at 15,000 signatures! Sign &amp; Share now. https://t.co/fw6qRNSRLv",FALSE,23,"NZGreens",2022-12-14 02:01:45,FALSE,"1602846270233903105","1602846273672970240","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",10,FALSE,FALSE,NA,NA
"32","The Govt has confirmed half price fares will end in March 2023. <U+0001F611>

Ending half price fares is a political choice -… https://t.co/54EwTPK587",FALSE,306,NA,2022-12-14 02:01:44,TRUE,NA,"1602846270233903105",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",45,FALSE,FALSE,NA,NA
"33","Part 2 would phase out alcohol sponsorship in broadcast sport. The Govt has proven they’ll change the law when the… https://t.co/pEFklkuOGh",FALSE,25,"NZGreens",2022-12-08 19:25:28,TRUE,"1600934602356715520","1600934604088938496","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",4,FALSE,FALSE,NA,NA
"34","TO RECAP- the Govt is effectively adopting Pt 1 of @_chloeswarbrick's Alcohol Harm Minimisation Bill w/ their own b… https://t.co/6AwrzBzxyv",FALSE,41,NA,2022-12-08 19:25:27,TRUE,NA,"1600934602356715520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",9,FALSE,FALSE,NA,NA
"35","Making half price faces permanent would cost ~3% of the transport budget each year, and to date half price public t… https://t.co/8HoVTjGRjH",FALSE,52,"NZGreens",2022-12-08 07:11:26,TRUE,"1600749880171188225","1600749881853108224","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",6,FALSE,FALSE,NA,NA
"36","Make 1/2 price fares permanent! 

By thinking ahead we can ease the pressure ppl face at the pump by moving away fr… https://t.co/DvxbpMbJYT",FALSE,204,NA,2022-12-08 07:11:26,TRUE,NA,"1600749880171188225",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",32,FALSE,FALSE,NA,NA
"37","<U+0001F64B><U+200D><U+2640><U+FE0F> https://t.co/fRxYVl4U7z",FALSE,158,NA,2022-12-07 07:15:06,FALSE,NA,"1600388413815160832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",10,FALSE,FALSE,NA,NA
"38","https://t.co/aEHgX6QLyn",FALSE,37,"NZGreens",2022-12-05 06:19:45,FALSE,"1599649706925514752","1599649710142554113","20424235","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NZGreens",9,FALSE,FALSE,NA,NA
"39","The pandemic is not over. Forty people have died from COVID in the last week alone, nearly 35,000 cases, and 418 ho… https://t.co/eaTV8XvRty",FALSE,324,"NZGreens",2022-12-05 06:19:44,TRUE,"1599649704039813120","1599649706925514752","20424235","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NZGreens",82,FALSE,FALSE,NA,NA
"40","Any inquiry into COVID should have a big focus on wealth inequality. Govt was warned it’s economic response would i… https://t.co/1befG8oG5E",FALSE,269,NA,2022-12-05 06:19:44,TRUE,NA,"1599649704039813120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NZGreens",41,FALSE,FALSE,NA,NA
"41","https://t.co/WSS7SSvi4o",FALSE,32,"NZGreens",2022-12-02 01:07:13,FALSE,"1598481558947921922","1598483892897710080","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",4,FALSE,FALSE,NA,NA
"42","@wekatweets yes.",FALSE,10,"wekatweets",2022-12-02 01:03:09,FALSE,"1598482296788910080","1598482872595546112","2729222918","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",0,FALSE,FALSE,NA,NA
"43","Here's the PER DAY PROFITS (after tax) banks are currently making in 2022:

ANZ $5.65 million
ASB $4.03 million
BNZ… https://t.co/cj3LVktbiW",FALSE,701,NA,2022-12-02 00:57:56,TRUE,NA,"1598481558947921922",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",132,FALSE,FALSE,NA,NA
"44","https://t.co/oiG9ZwBvmg",FALSE,30,"NZGreens",2022-11-29 23:12:26,FALSE,"1597730230642552832","1597730232269950976","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",3,FALSE,FALSE,NA,NA
"45","Right now, there are an estimated 48 to 64 Maui dolphins left in NZ waters. 

The first step the Govt should take i… https://t.co/Ru2snu0R7q",FALSE,46,"NZGreens",2022-11-29 23:12:26,TRUE,"1597730228998402048","1597730230642552832","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",5,FALSE,FALSE,NA,NA
"46","Unlike in the U.S. there is no requirement to reduce the numbers of accidental deaths / injuries of marine mammals… https://t.co/kUSilfT3ku",FALSE,28,"NZGreens",2022-11-29 23:12:25,TRUE,"1597730226825748481","1597730228998402048","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",3,FALSE,FALSE,NA,NA
"47","Huge news. The USA Court of Intl Trade has just BANNED imports of NZ fish caught in Maui dolphin habitat, bc NZ is… https://t.co/yst83jXnu5",FALSE,281,NA,2022-11-29 23:12:25,TRUE,NA,"1597730226825748481",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",37,FALSE,FALSE,NA,NA
"48","""The Green Party agrees that entrenchment should be done only for matters of utmost importance. Retaining the publi… https://t.co/FMH8Fk3cBX",FALSE,72,"NZGreens",2022-11-28 04:06:35,TRUE,"1597079481537400832","1597079483273838592","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",13,FALSE,FALSE,NA,NA
"49","National has a terrible track record of acting in their own self-interest - and not managing public assets for the… https://t.co/rPUBY3AaWm",FALSE,77,"NZGreens",2022-11-28 04:06:35,TRUE,"1597079479742267393","1597079481537400832","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",6,FALSE,FALSE,NA,NA
"50","The requirement that there be a 60% majority of Parliament in favour of any changes to the public ownership of wate… https://t.co/BTugqTaQiR",FALSE,59,"NZGreens",2022-11-28 04:06:34,TRUE,"1597079477896740866","1597079479742267393","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",2,FALSE,FALSE,NA,NA
"51","The only way to guarantee a water secure future for our kids is to keep infrastructure and services in public owner… https://t.co/duRGrY3rMF",FALSE,410,NA,2022-11-28 04:06:34,TRUE,NA,"1597079477896740866",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",47,FALSE,FALSE,NA,NA
"52","MASSIVE congratulations to our mates across the ditch @VictorianGreens, a huge victory for green values. <U+0001F979><U+0001F49A><U+2705> https://t.co/dwMeu9FBXT",FALSE,33,NA,2022-11-27 21:14:47,FALSE,NA,"1596975850884587520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",4,FALSE,FALSE,NA,NA
"53","Sign our Petition calling for a rental WOF, currently at 17,000 signatures. https://t.co/xJW9cN9gq9",FALSE,43,"NZGreens",2022-11-24 23:30:43,FALSE,"1595922892621238272","1595922895162990592","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",15,FALSE,FALSE,NA,NA
"54","WOW. Green MP @_chloeswarbrick  was absolutely fired up in the house, speaking about the immediate need for a Warra… https://t.co/j9aWpQx6n5",FALSE,495,NA,2022-11-24 23:30:43,TRUE,NA,"1595922892621238272",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",100,FALSE,FALSE,NA,NA
"55","#BREAKING we've just launched a petition calling on all parties in Parliament to support lowering the voting age.… https://t.co/Nhh5BCYy2u",FALSE,187,NA,2022-11-22 21:17:15,TRUE,NA,"1595164530153500672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",72,FALSE,FALSE,NA,NA
"56","The Greens won’t stop fighting for a Rental WOF, property manager and landlord register and rent controls. 

Our pe… https://t.co/uQbZ6gcXqp",FALSE,34,"NZGreens",2022-11-21 23:10:00,TRUE,"1594830515978522625","1594830518188924929","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",7,FALSE,FALSE,NA,NA
"57","“This is not a recipe for a system that works - for anyone. The Greens have called for a Warrant of Fitness in plac… https://t.co/30Xyy7k8fM",FALSE,33,"NZGreens",2022-11-21 23:10:00,TRUE,"1594830514187546625","1594830515978522625","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",5,FALSE,FALSE,NA,NA
"58","https://t.co/sZvUV7PbKq",FALSE,27,"NZGreens",2022-10-26 23:22:49,FALSE,"1585411657899331584","1585411659858075648","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",5,FALSE,FALSE,NA,NA
"59","Shout out to Deep Sea Conservation Coalition, @GreenpeaceNZ, ocean advocates, and the public in Aotearoa and the Pa… https://t.co/Dvqr6IvNBu",FALSE,32,"NZGreens",2022-10-26 23:22:49,TRUE,"1585411655466647553","1585411657899331584","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",3,FALSE,FALSE,NA,NA
"60","“We’re delighted that the Government is finally putting the health of our ocean’s seabed, ecosystems and marine lif… https://t.co/1wvbwGXWj1",FALSE,22,"NZGreens",2022-10-26 23:22:48,TRUE,"1585411653554036736","1585411655466647553","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",2,FALSE,FALSE,NA,NA
"61","#BREAKING after months of Green &amp; public pressure the Govt has agreed to support a moratorium on deep sea mining in international waters!!!",FALSE,312,NA,2022-10-26 23:22:48,FALSE,NA,"1585411653554036736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",42,FALSE,FALSE,NA,NA
"62","“We will continue to use our freedom to raise the voices of Iranians fighting for women’s rights and democracy in t… https://t.co/f8A1YGtDzY",FALSE,22,NA,2022-10-24 23:23:39,TRUE,NA,"1584687092499886086",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",4,FALSE,FALSE,NA,NA
"63","If you watch just one video about someone on a tractor today, make it this one. https://t.co/Ilv9219Sj3",FALSE,246,NA,2022-10-20 02:36:17,FALSE,NA,"1582923630786535426",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",52,FALSE,FALSE,NA,NA
"64","https://t.co/0omVCmGJFT",FALSE,5,"NZGreens",2022-10-19 19:17:40,FALSE,"1582813243491651584","1582813247807565824","20424235","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NZGreens",0,FALSE,FALSE,NA,NA
"65","Not this again… <U+0001F644> https://t.co/9ObDwrpHY5",FALSE,62,NA,2022-10-19 19:17:39,FALSE,NA,"1582813243491651584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NZGreens",5,FALSE,FALSE,NA,NA
"66","https://t.co/R4Y1mMvUyY",FALSE,30,"NZGreens",2022-10-19 05:57:55,FALSE,"1582611985401008128","1582611987103879169","20424235","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NZGreens",5,FALSE,FALSE,NA,NA
