"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"28","Read more about how we're supporting Kiwis into homes here: https://t.co/XpFRGX7adS",FALSE,21,"nzlabour",2022-08-30 00:16:48,FALSE,"1564406744063049729","1564406749414965248","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",2,FALSE,FALSE,NA,NA
"29","The last time New Zealand was building houses at the scale and pace our Government is, Kiwis were grooving out to D… https://t.co/XJdxqgKVMM",FALSE,106,NA,2022-08-30 00:16:47,TRUE,NA,"1564406744063049729",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",18,FALSE,FALSE,NA,NA
"30","<U+0001F96A> Lunches now reaching 220,000 kids at 950 schools every school day

<U+0001F34E> A million lunches delivered a week, over 63… https://t.co/fv7Ub2SZwR",FALSE,309,"nzlabour",2022-08-18 03:51:18,TRUE,"1560112064936689664","1560112074843619333","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",73,FALSE,FALSE,NA,NA
"31","We’re now serving up 1 million free lunches in schools a week! Read more below <U+2B07><U+FE0F>

https://t.co/SNnljYFSHX",FALSE,297,NA,2022-08-18 03:51:16,FALSE,NA,"1560112064936689664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",44,FALSE,FALSE,NA,NA
"32","We’re building more houses than any other Government since the 1970s, with 10,000 public homes added under Labour s… https://t.co/Ph0pYSNPFA",FALSE,97,NA,2022-08-06 03:00:10,TRUE,NA,"1555750552696397824",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","nzlabour",20,FALSE,FALSE,NA,NA
"33","Great to have you on the team @RosewarneDan! https://t.co/HzEn3XPuED",FALSE,37,NA,2022-07-27 21:55:30,FALSE,NA,"1552412387743256576",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",4,FALSE,FALSE,NA,NA
"34","Happy Birthday to Labour Leader and Prime Minister @jacindaardern! We hope you enjoyed the flowers <U+0001F490> https://t.co/C5q2g6exLp",FALSE,538,NA,2022-07-26 09:17:02,FALSE,NA,"1551859126120202241",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","nzlabour",48,FALSE,FALSE,NA,NA
"35","#WATCH: While on her trade mission in Australia, Prime Minister @jacindaardern stopped by The Project to discuss ev… https://t.co/8i3VJHvDTI",FALSE,33,NA,2022-07-06 05:16:38,TRUE,NA,"1544550869470887936",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",8,FALSE,FALSE,NA,NA
"36","We're strengthening our legal aid system and ensuring thousands more people can access this important service <U+2696><U+FE0F> https://t.co/ddcZUrc0uP",FALSE,67,NA,2022-07-04 06:14:56,FALSE,NA,"1543840765322768384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",10,FALSE,FALSE,NA,NA
"37","#ICYMI: We’ve updated our Working Holiday/Youth Mobility Scheme with the UK <U+0001F1F3><U+0001F1FF><U+0001F1EC><U+0001F1E7>

The age limit will change from 30… https://t.co/jlKG8oYCXw",FALSE,48,NA,2022-07-03 00:47:00,TRUE,NA,"1543395851955060743",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","nzlabour",6,FALSE,FALSE,NA,NA
"38","#ICYMI: Over the last week, Prime Minister @jacindaardern has been in Europe, where she’s been busy at the NATO Lea… https://t.co/Uu5yOgBO0a",FALSE,80,NA,2022-07-01 07:04:30,TRUE,NA,"1542766076425281538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nzlabour",11,FALSE,FALSE,NA,NA
"39","The disabled community has advocated for this for decades, and we’re continuing to work in partnership as we build… https://t.co/vINsUDg9hc",FALSE,19,"nzlabour",2022-07-01 05:27:24,TRUE,"1542741639038349312","1542741642284658688","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",3,FALSE,FALSE,NA,NA
"40","#ICYMI: Today we’ve launched Whaikaha - Ministry of Disabled People!

The new Ministry will improve employment and… https://t.co/rWNWmb6sF9",FALSE,53,NA,2022-07-01 05:27:24,TRUE,NA,"1542741639038349312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",7,FALSE,FALSE,NA,NA
"41","#ICYMI: We’re taking the next steps towards a secure future with a major free trade agreement agreed overnight betw… https://t.co/LIOxk5wWJl",FALSE,26,NA,2022-07-01 04:33:41,TRUE,NA,"1542728121085935616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",4,FALSE,FALSE,NA,NA
"42","Today marks two years since we made apprenticeships and targeted vocational training free <U+0001F477><U+200D><U+2640><U+FE0F>

Since 2020, more th… https://t.co/2ZpQWYC7w8",FALSE,62,NA,2022-07-01 04:30:02,TRUE,NA,"1542727204072718336",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","nzlabour",10,FALSE,FALSE,NA,NA
"43","As part of our work to support families, from today, we’ve boosted paid parental leave, giving whanau up to $40 ext… https://t.co/kw49zJh9He",FALSE,25,NA,2022-07-01 00:30:04,TRUE,NA,"1542666813028421632",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","nzlabour",9,FALSE,FALSE,NA,NA
"44","Read more about this milestone moment here: https://t.co/v52ErS2HC8",FALSE,38,"nzlabour",2022-06-30 17:41:01,FALSE,"1542563870799450112","1542563872443629568","15466126","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nzlabour",5,FALSE,FALSE,NA,NA
"45","This is brilliant news for our economy, and comes on top of the $1 billion UK free trade agreement.

This agreement… https://t.co/LCb0j3Jtpk",FALSE,64,"nzlabour",2022-06-30 17:41:00,TRUE,"1542563867913785344","1542563870799450112","15466126","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nzlabour",5,FALSE,FALSE,NA,NA
"46","#BREAKING: We’ve just secured a historic free trade deal with the European Union!

This deal will boost our annual… https://t.co/IYhICJpcYP",FALSE,465,NA,2022-06-30 17:41:00,TRUE,NA,"1542563867913785344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nzlabour",54,FALSE,FALSE,NA,NA
"47","We’re proud that tomorrow we’ll be launching NZ’s first ever Ministry of Disabled People! <U+0001F4A5>

With the new Ministry,… https://t.co/1jd16CGlul",FALSE,38,NA,2022-06-30 02:31:00,TRUE,NA,"1542334861549387777",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",8,FALSE,FALSE,NA,NA
"48","@gwynncompton Hi Gwynn, we've not hidden any tweets. If there are any that are showing as hidden it's because the p… https://t.co/KGJVlqO56C",FALSE,18,"gwynncompton",2022-06-30 01:04:06,TRUE,"1541707785477718016","1542312992867360769","3272330208","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",1,FALSE,FALSE,NA,NA
"49","<U+0001F4E2> With the lowest unemployment on record, we're in a good position to continue growing our economy and supporting K… https://t.co/OPmIbwVzdx",FALSE,299,NA,2022-06-29 21:20:01,TRUE,NA,"1542256599586295808",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","nzlabour",37,FALSE,FALSE,NA,NA
"50","As part of our Cost of Living Package, we’ve extended the fuel tax cut and reduced road user charges until mid-Augu… https://t.co/EW6EXct6xc",FALSE,176,NA,2022-06-29 02:35:01,TRUE,NA,"1541973481541222401",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","nzlabour",24,FALSE,FALSE,NA,NA
"51","#BREAKING: Last night we passed a law making sure supermarkets can’t block their competitors from accessing land an… https://t.co/lYhCgOVKhf",FALSE,229,NA,2022-06-28 22:38:54,TRUE,NA,"1541914063462170624",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","nzlabour",27,FALSE,FALSE,NA,NA
"52","<U+0001F5E3> Jacinda Ardern: “The NATO meeting represents an opportunity to engage with a large number of leaders on a wide ra… https://t.co/hTnIYDVBTd",FALSE,23,"nzlabour",2022-06-28 04:44:46,TRUE,"1541643747481763840","1541643749528567808","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",1,FALSE,FALSE,NA,NA
"53","Her first stop will be the NATO leaders' summit in Spain, where the Prime Minister will attend a session of the NAT… https://t.co/OXmLzPjRay",FALSE,31,"nzlabour",2022-06-28 04:44:46,TRUE,"1541643744814170112","1541643747481763840","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",2,FALSE,FALSE,NA,NA
"54","As part of our reconnecting plan, this week Prime Minister Jacinda Ardern will be representing Aotearoa New Zealand… https://t.co/YZN65c33bH",FALSE,60,NA,2022-06-28 04:44:45,TRUE,NA,"1541643744814170112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",8,FALSE,FALSE,NA,NA
"55","(1/2) In July 2020 we launched our free trades training and apprenticeship scheme. Already, these free courses have… https://t.co/fPZk3jxzaC",FALSE,31,NA,2022-04-12 01:12:07,TRUE,NA,"1513686365862772736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",4,FALSE,FALSE,NA,NA
"56","You can read more about this here: https://t.co/eFmgg623J1",FALSE,27,"nzlabour",2022-04-07 05:23:34,FALSE,"1511937703335821314","1511937705294594048","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",2,FALSE,FALSE,NA,NA
"57","Matariki is something very unique and special to New Zealand, and will be a day to acknowledge our nation’s unique,… https://t.co/WPOk4F0bzu",FALSE,37,"nzlabour",2022-04-07 05:23:33,TRUE,"1511937700064284677","1511937703335821314","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",5,FALSE,FALSE,NA,NA
"58","#BREAKING: We’ve just passed a law to officially recognise Matariki as a public holiday in Aotearoa New Zealand <U+2728> https://t.co/zuWPiEPvzv",FALSE,636,NA,2022-04-07 05:23:32,FALSE,NA,"1511937700064284677",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",60,FALSE,FALSE,NA,NA
"59","(3/3) Find out how our 1 April changes will lift family incomes here: https://t.co/fp8HhLY3bx",FALSE,29,"nzlabour",2022-04-02 21:19:47,FALSE,"1510366403202727941","1510366406256181248","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",9,FALSE,FALSE,NA,NA
"60","(2/3) This year’s minimum wage increase is part of a raft of changes to ease the pressure on Kiwis and boost suppor… https://t.co/eTSY7EhiJ5",FALSE,36,"nzlabour",2022-04-02 21:19:46,TRUE,"1510366398475776005","1510366403202727941","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",8,FALSE,FALSE,NA,NA
"61","(1/3) We were elected to take action on Aotearoa’s long term challenges, including child poverty and inequality. Ma… https://t.co/m3fLnowNOD",FALSE,134,NA,2022-04-02 21:19:45,TRUE,NA,"1510366398475776005",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",25,FALSE,FALSE,NA,NA
"62","(5/5) There's more to do, but these changes will make a real difference for many low and middle income families. Re… https://t.co/dcRdEAgSzd",FALSE,26,"nzlabour",2022-03-31 21:30:39,TRUE,"1509644366092312576","1509644368310726658","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",7,FALSE,FALSE,NA,NA
"63","(4/5) <U+23EB> People receiving main benefits will see a boost in their weekly income

<U+0001F9D1><U+200D><U+0001F393> Student Allowances and Living C… https://t.co/QO7GjT4CpW",FALSE,28,"nzlabour",2022-03-31 21:30:39,TRUE,"1509644363898531850","1509644366092312576","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",8,FALSE,FALSE,NA,NA
"64","(3/5) Here’s what it means for New Zealanders:

<U+0001F468><U+200D><U+0001F468><U+200D><U+0001F467><U+200D><U+0001F466> More than 300,000 families will be, on average, $20 a week… https://t.co/4t4FTSTPsy",FALSE,21,"nzlabour",2022-03-31 21:30:38,TRUE,"1509644361273085952","1509644363898531850","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",7,FALSE,FALSE,NA,NA
"65","(2/5) Now, we’re taking the next steps. From today, we’re increasing support for families, pensioners, students, commuters and more.",FALSE,22,"nzlabour",2022-03-31 21:30:38,FALSE,"1509644358077026304","1509644361273085952","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",5,FALSE,FALSE,NA,NA
"66","(1/5) Since being elected into Government, we’ve worked hard to lift wages and reduce the cost pressures for Kiwis,… https://t.co/DlRvJ3jZdt",FALSE,75,NA,2022-03-31 21:30:37,TRUE,NA,"1509644358077026304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",26,FALSE,FALSE,NA,NA
"67","(4/4) You can read more about the changes we're making to alleviate financial pressure on families here: https://t.co/2WFWvTYELu",FALSE,23,"nzlabour",2022-03-24 21:57:00,FALSE,"1507114281460191232","1507114283330863106","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",4,FALSE,FALSE,NA,NA
"68","(3/4) This builds on the mahi we've done over the past 4 years to ease pressure on families’ budgets, including the… https://t.co/vuNExNpMIq",FALSE,26,"nzlabour",2022-03-24 21:57:00,TRUE,"1507114278507417600","1507114281460191232","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",4,FALSE,FALSE,NA,NA
"69","(2/4) On top of this, we’ve also cut fuel tax and halved the price of public transport from 1 April. These are just… https://t.co/Ebth2zK47R",FALSE,20,"nzlabour",2022-03-24 21:56:59,TRUE,"1507114273801383939","1507114278507417600","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",4,FALSE,FALSE,NA,NA
"70","(1/4) One way we’re helping to cut the cost of living for Kiwis is by reducing road user charges, to ease the press… https://t.co/n2qfI5mgg6",FALSE,61,NA,2022-03-24 21:56:58,TRUE,NA,"1507114273801383939",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",16,FALSE,FALSE,NA,NA
"71","(3/3) It’s one way we’re supporting businesses to accelerate our recovery, and builds on the $600 million of target… https://t.co/UId7rvv7as",FALSE,15,"nzlabour",2022-03-18 01:57:17,TRUE,"1504638035241336834","1504638037447577601","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",2,FALSE,FALSE,NA,NA
"72","(2/3) This fund is now available for businesses ready to scale up or come out of hibernation as we gear up for the… https://t.co/zOxSGQKaWa",FALSE,14,"nzlabour",2022-03-18 01:57:17,TRUE,"1504638031437111296","1504638035241336834","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",3,FALSE,FALSE,NA,NA
"73","(1/3) #ANNOUNCEMENT: We’re backing tourism regions in the South Island who have done it tough over the last two yea… https://t.co/nSKNIGJuwC",FALSE,42,NA,2022-03-18 01:57:16,TRUE,NA,"1504638031437111296",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",12,FALSE,FALSE,NA,NA
"74","(3/3) For more information about Aotearoa New Zealand’s histories, visit: https://t.co/1Ssd5qmro7",FALSE,27,"nzlabour",2022-03-17 21:24:48,FALSE,"1504569462439092225","1504569464552976385","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",7,FALSE,FALSE,NA,NA
"75","(2/3) This week we released the final curriculum content to help schools and kura teach it - meaning future generat… https://t.co/sQTNxOjv4S",FALSE,42,"nzlabour",2022-03-17 21:24:48,TRUE,"1504569456650907665","1504569462439092225","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",9,FALSE,FALSE,NA,NA
"76","(1/3) #ANNOUNCEMENT: We're delivering on our 2020 manifesto commitment to make sure every child learns New Zealand'… https://t.co/KE5bIyEPqm",FALSE,162,NA,2022-03-17 21:24:46,TRUE,NA,"1504569456650907665",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",20,FALSE,FALSE,NA,NA
"77","(3/3) There’s no silver bullet, but we're taking a range of actions that together, will make things easier for Kiwi… https://t.co/skvVoha9fs",FALSE,25,"nzlabour",2022-03-16 22:12:32,TRUE,"1504219087693815809","1504219089501552640","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",3,FALSE,FALSE,NA,NA
"78","(2/3) We're also continuing to support low and middle income earners through our economic recovery, with a raft of… https://t.co/NDSprZk5kO",FALSE,35,"nzlabour",2022-03-16 22:12:32,TRUE,"1504219084669730816","1504219087693815809","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",2,FALSE,FALSE,NA,NA
"79","(1/3) We're halving the cost of public transport for three months, starting 1 April <U+0001F3AB> This, alongside with our temp… https://t.co/SZcWcGyPhQ",FALSE,61,NA,2022-03-16 22:12:31,TRUE,NA,"1504219084669730816",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",19,FALSE,FALSE,NA,NA
"80","You can read more about today’s announcement here <U+27A1><U+FE0F> https://t.co/ZsYUuVaqQj",FALSE,14,"nzlabour",2022-03-16 01:39:00,FALSE,"1503908656248930307","1503908658241216515","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",4,FALSE,FALSE,NA,NA
"81","(2/3) This app will provide businesses with more certainty and allow them to easily scan someone's Vaccine Pass to… https://t.co/npK2tGiXBt",FALSE,8,"nzlabour",2021-12-02 00:11:19,TRUE,"1466198250583592960","1466198254324891648","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",1,FALSE,FALSE,NA,NA
"82","(1/3) Businesses, make sure you get set for summer! As part of our plan to keep Kiwis safe from COVID-19, vaccine p… https://t.co/HDwOVQ4Epf",FALSE,15,NA,2021-12-02 00:11:18,TRUE,NA,"1466198250583592960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",3,FALSE,FALSE,NA,NA
"83","(2/2) The Vaccine Pass will enable you to do more of the things you love safely this summer, like going to concerts… https://t.co/1W3zkpU0Y0",FALSE,10,"nzlabour",2021-12-01 20:35:47,TRUE,"1466144010842501120","1466144014801928197","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",2,FALSE,FALSE,NA,NA
"84","(1/2) #WATCH: Don't get caught out - make sure you're ready for an epic summer by getting double vaccinated and get… https://t.co/7fYHlSgN7O",FALSE,21,NA,2021-12-01 20:35:46,TRUE,NA,"1466144010842501120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",3,FALSE,FALSE,NA,NA
"85","(3/3) You can find more information about the COVID-19 Protection Framework, here: https://t.co/5DjrjE2tzm",FALSE,9,"nzlabour",2021-12-01 04:50:26,FALSE,"1465906109160382478","1465906110926262277","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",2,FALSE,FALSE,NA,NA
"86","(2/3) This plan will keep Kiwis safe from COVID, while ensuring we can enjoy summer with fewer disruptions and more… https://t.co/TU2yx74uzI",FALSE,13,"nzlabour",2021-12-01 04:50:26,TRUE,"1465906105708539907","1465906109160382478","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",2,FALSE,FALSE,NA,NA
"87","(1/3) Over the past 20 months, our approach to COVID-19 has protected lives and livelihoods. Delta is now here, and… https://t.co/WlJPq7jRE6",FALSE,27,NA,2021-12-01 04:50:25,TRUE,NA,"1465906105708539907",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",6,FALSE,FALSE,NA,NA
"88","(4/4) We’ll keep the spread of the virus as low as possible by using the tools we now have in the new framework, an… https://t.co/hBgaZaIoMI",FALSE,18,"nzlabour",2021-12-01 04:37:15,TRUE,"1465902789997907970","1465902792208314371","15466126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nzlabour",1,FALSE,FALSE,NA,NA
